,rating,reviews,extracted_price,asin,title,link_clean,thumbnail,delivery,scrape_date,display_size,ram,disk_size,operating_system
22,4.5,248.0,649.97,B0G51YKMGX,"NIMO 15.6"" FHD Business Laptop, AMD Ryzen 7 PRO 6850U, 32GB LPDDR5 1TB SSD, Radeon 680M Graphics, (Beat i7-1360P Up to 4.7GHz) 100W PD, Win 11 2Y Warranty Backlit Keyboard for Creative & Gaming",https://www.amazon.com/NIMO-Business-Graphics-i7-1360P-Warranty/dp/B0G51YKMGX/,https://m.media-amazon.com/images/I/716R+vsHGVL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.60 inches,32 GB,1024 GB,Windows 11
27,4.4,239.0,220.0,B0D8ZXPN38,"HP Convertible 2-in-1 Chromebook in Blue 14"" Touch FHD Intel 4-Core up to 3.40GHz 4GB Ram 64GB Storage 4K Graphics Super-Fast WiFi Chrome OS (14b - Renewed)",https://www.amazon.com/HP-Convertible-Chromebook-Graphics-Super-Fast/dp/B0D8ZXPN38/,https://m.media-amazon.com/images/I/61OEt4ytx4L._AC_UY218_.jpg,FREE delivery,2026-03-23,14 inches,Info not available,64 GB,Chrome OS
28,4.1,645.0,164.95,B09Z111KTW,"HP 14"" HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam(Renewed)",https://www.amazon.com/HP-14-Laptop-Dual-Core-Processor/dp/B09Z111KTW/,https://m.media-amazon.com/images/I/51wUE2WiNrL._AC_UY218_.jpg,FREE delivery,2026-03-23,14 inches,4 GB,64 GB,Windows 11
29,4.1,288.0,202.99,B0FWVB6T9C,"HP Portable 15'' HD Micro-Edge IPS Laptop, Intel N Series Processor Up to 3.69GHz, 4GB DDR4, 128GB SSD, HDMI, Webcam, Ultra-Fast 6th Gen WiFi, Windows 11 OS, Dale Silver, Renewed",https://www.amazon.com/HP-15-Micro-Edge-Laptop-Ultra-Fast/dp/B0FWVB6T9C/,https://m.media-amazon.com/images/I/71L0ZoCpp+L._AC_UY218_.jpg,FREE delivery,2026-03-23,15 inches,Info not available,128 GB,Windows 11
30,4.2,1500.0,359.0,B0CZKPF2QH,"HP Stream 14"" HD BrightView Laptop, Intel Celeron N150, 16GB RAM, 288GB Storage (128GB UFS + 160GB Docking Station Set), Intel UHD Graphics, 720p Webcam, Wi-Fi, 1 Year Office 365, Win 11 S, Silver",https://www.amazon.com/HP-Stream-BrightView-N4120-Graphics/dp/B0CZKPF2QH/,https://m.media-amazon.com/images/I/71bg--zkvSL._AC_UY218_.jpg,FREE delivery,2026-03-23,14 inches,16 GB,128 GB,Windows 11 S
32,4.6,37.0,599.0,B0GR6BVYS5,"Apple 2026 MacBook Neo 13-inch Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Citrus",https://www.amazon.com/dp/B0GR6BVYS5/,https://m.media-amazon.com/images/I/61yHzuw8VBL._AC_UY218_.jpg,FREE delivery,2026-03-23,13 inches,8 GB,256 GB,Mac OS
33,4.6,5.0,369.99,B0G65CN5VX,"HP 14 inch Student Laptop Office 365, Quad-Core Processor(Beat i3-1115G4), 16GB RAM 256GB Storage (128GB UFS+128GB SD Card), Laptop for College Students and Business Home with Wi-Fi 6 HD Webcam Win11",https://www.amazon.com/dp/B0G65CN5VX/,https://m.media-amazon.com/images/I/71+jI5vGXRL._AC_UY218_.jpg,FREE delivery,2026-03-23,14 inches,16 GB,128 GB,Windows 11
34,5.0,1.0,212.2,B0GG41ZS8L,"Lenovo Thinkpad L13 Gen 1 Business Laptop Windows 11 Pro, Intel Core i5-10210 (up to 4.2GHz), 256GB SSD, 8GB RAM,HDMI, WiFi, Bluetooth (Renewed)",https://www.amazon.com/Lenovo-L13-Laptop-Windows-Pro/dp/B0GG41ZS8L/,https://m.media-amazon.com/images/I/61PvCbkNRiL._AC_UY218_.jpg,FREE delivery,2026-03-23,13.3 inches,Info not available,256 GB,Windows 11 Pro
35,4.9,24.0,299.99,B0GFZ76DS3,"NIMO 15.6"" FHD Laptop, 4 Cores Intel Twin Lake (up to 3.6GHz Beat i3-10110U) 8GB RAM 256GB SSD for Student & Office with 2 Year Warranty 65W Type-C, 53.58Wh Battery Backlit Keyboard Fingerprint",https://www.amazon.com/NIMO-i3-10110U-Warranty-Keyboard-Fingerprint/dp/B0GFZ76DS3/,https://m.media-amazon.com/images/I/71ULpOK3+jL._AC_UY218_.jpg,FREE delivery,2026-03-23,17.30 inches,32.00 GB,256 GB,Windows 11
36,3.9,366.0,59.0,B0835RM1L2,"Lenovo 100e 81ER000BUS 11.6"" HD Chromebook, Intel Dual-Core Celeron N3350 1.1 GHz up to 2.4 GHz, 4GB RAM, 16GB SSD, Bluetooth, USB Type C, 802.11ac, Webcam, Chrome OS (Renewed)",https://www.amazon.com/Lenovo-81ER000BUS-Chromebook-Dual-Core-Bluetooth/dp/B0835RM1L2/,https://m.media-amazon.com/images/I/61y87hxxBBL._AC_UY218_.jpg,FREE delivery,2026-03-23,11.6 inches,4 GB,16 GB,Chrome OS
37,4.3,1200.0,183.0,B0CBJ46QZX,"Lenovo Flagship Chromebook, 14'' FHD Touchscreen Slim Thin Light Laptop Computer, 8-Core MediaTek Kompanio 520 Processor, 4GB RAM, 64GB eMMC, WiFi 6,Chrome OS, Abyss Blue",https://www.amazon.com/Lenovo-Newest-Flagship-Chromebook-HubxcelAccesory/dp/B0CBJ46QZX/,https://m.media-amazon.com/images/I/61KlKRdsQ7L._AC_UY218_.jpg,FREE delivery,2026-03-23,14 inches,4 GB,64 GB,Chrome OS
38,4.3,303.0,189.91,B0CS1D8B1R,"HP Portable 13.8"" HD IPS Laptop, Intel Celeron N Processor Up to 2.78GHz, 4GB DDR4, 64GB SSD, HDMI, RJ45, Webcam, Bluetooth, Windows 11, Pastel Pink(Renewed)",https://www.amazon.com/HP-Portable-Celeron-Processor-Bluetooth/dp/B0CS1D8B1R/,https://m.media-amazon.com/images/I/61bIauyrn7L._AC_UY218_.jpg,FREE delivery,2026-03-23,13.8 inches,4,64 GB,Windows 11
39,4.3,9.0,1019.95,B0DC73K9PX,"Lenovo ThinkPad T14 G6 AI Business Laptop 14"" FHD+ Display, Intel Ultra 5 225U, 16GB DDR5 RAM, 512GB SSD, 5MP FHD Webcam, Fingerprint, Backlit KB, Wi-Fi 6E, 2 Thunderbolt 4 - Black",https://www.amazon.com/Lenovo-ThinkPad-T14-Business-Thunderbolt/dp/B0DC73K9PX/,https://m.media-amazon.com/images/I/71EFUD3hFCL._AC_UY218_.jpg,FREE delivery,2026-03-23,14 inches,16 GB,512 GB,Windows 11 Pro
40,3.9,287.0,399.0,B09BSKP98T,"HP 15 Laptop, 15.6"" HD Screen, Intel Pentium N5030 Processor, 16GB DDR4 RAM, 1TB SSD, HDMI, Media Card Reader, RJ45, Wi-Fi, Windows 11 Home, Black",https://www.amazon.com/HP-Notebook-Celeron-Processor-Microsoft/dp/B09BSKP98T/,https://m.media-amazon.com/images/I/71meYvcdw1L._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,16 GB,1 TB,Windows 11 Home
41,4.3,75.0,499.0,B0CGD7T1XM,"HP Windows 11 Pro 15 15.6"" FHD Business Laptop Computer,11th Gen Intel Core i5-1135G7, 16GB RAM 512GB SSD, Intel Iris Xe Graphic, Numeric Pad, Long Battery Life, Wi-Fi 5, Bluetooth 4.2, USB, w/Battery",https://www.amazon.com/HP-Business-Laptop-i5-1135G7-Bluetooth/dp/B0CGD7T1XM/,https://m.media-amazon.com/images/I/819t5z-wGWL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,16 GB,512 GB,Windows 11 Pro
42,4.8,6200.0,899.0,B0DZDCPMGK,"Apple 2025 MacBook Air 13-inch Laptop with M4 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Starlight",https://www.amazon.com/dp/B0DZDCPMGK/,https://m.media-amazon.com/images/I/71grk2qki1L._AC_UY218_.jpg,FREE delivery,2026-03-23,13.6 inches,16 GB,256 GB,Mac OS
43,5.0,32.0,219.99,B0G3Q48SVJ,"laptop 16-inch 8GB DDR 256GB SSD portable laptop computer, expandable to 1TB, AMD A9-9400 Radeon R5 CPU up to 3.2 GHz, 9000mAh battery, Numeric Keypad, USB 3.0, dual-band WiFi, webcam, slim laptops",https://www.amazon.com/dp/B0G3Q48SVJ/,https://m.media-amazon.com/images/I/71nv5Y76BpL._AC_UY218_.jpg,FREE delivery,2026-03-23,16 inches,Info not available,256 GB,Windows 11 Pro
44,4.2,182.0,185.0,B0C5S8626M,"HP Latest Stream 14"" HD Laptop, Intel Celeron Processor, 4GB Memory, 64GB eMMC Storage, Fast Charge, HDMI, Up to 11 Hours Long Battery Life, Office 365 1-Year, Win 11 S, Microfiber Bundle, White",https://www.amazon.com/HP-Laptop-Celeron-Processor-Microfiber/dp/B0C5S8626M/,https://m.media-amazon.com/images/I/51qhN7a-AgL._AC_UY218_.jpg,FREE delivery,2026-03-23,14 inches,4 GB,64 GB,Windows 11 S
45,3.7,20.0,375.0,B0FTSCMWH1,"HP EliteBook 830 G8 Touchscreen Laptop, 13.3"" Full HD Business Notebook, 11th Core i7-1185G7, 16GB RAM, 512GB SSD, CAM, Backlit Keyboard, HDMI, CAM, Windows 11Pro(Renewed)",https://www.amazon.com/HP-EliteBook-830-G8-Touchscreen/dp/B0FTSCMWH1/,https://m.media-amazon.com/images/I/71p-Bkp+JsL._AC_UY218_.jpg,FREE delivery,2026-03-23,13.3 inches,Info not available,512 GB,Windows 11 Pro
46,4.2,30.0,184.95,B0FN2BV693,"HP Portable 13.8"" HD IPS Laptop, Intel Celeron N Processor Up to 2.78GHz, 4GB DDR4, 128GB SSD, HDMI, Webcam, Bluetooth, Windows 11, Pastel Pink(Renewed)",https://www.amazon.com/HP-13-8-Laptop-Processor-Bluetooth/dp/B0FN2BV693/,https://m.media-amazon.com/images/I/71EuPdExcLL._AC_UY218_.jpg,FREE delivery,2026-03-23,13.8 inches,Info not available,128 GB,Windows 11
47,4.2,642.0,79.0,B0BK2Z5QGC,"Dell Chromebook 11 3100 11.6"" Touchscreen 2 in 1 Chromebook - HD - 1366 x 768 - Intel Celeron N4020 Dual-Core (2 Core) - 4 GB RAM - 32 GB Flash Memory (Renewed)",https://www.amazon.com/Dell-Chromebook-3100-11-6-Touchscreen/dp/B0BK2Z5QGC/,https://m.media-amazon.com/images/I/61zTekYPPRL._AC_UY218_.jpg,FREE delivery,2026-03-23,11.6 inches,4 GB,32 GB,Chrome OS
48,5.0,1.0,220.0,B0GLP46VBZ,"Dell Latitude 3500 Laptop - 15.6"" FHD Business Laptop - Intel Core i5-8265 - 256GB SSD - 8GB RAM - Windows 11 Pro (Renewed)",https://www.amazon.com/Dell-Latitude-3500-Laptop-Business/dp/B0GLP46VBZ/,https://m.media-amazon.com/images/I/61AeyevKztL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,Info not available,256,Windows 11 Pro
50,4.2,29.0,899.95,B0DCHHGZ5X,"Lenovo ThinkBook 16 G7 Business Laptop, 16” FHD+, AMD Ryzen 5 7533HS, 32GB DDR5, 1TB NVMe, WiFi 6 + BT, RJ-45, HDMI, Fingerprint Reader, HD Webcam, Win 11 Pro",https://www.amazon.com/Lenovo-ThinkBook-16-G6-Fingerprint/dp/B0DCHHGZ5X/,https://m.media-amazon.com/images/I/71tLqt07DPL._AC_UY218_.jpg,FREE delivery,2026-03-23,16 inches,Info not available,1 TB,Windows 11 Pro
52,5.0,1.0,1299.0,B0F2N9TDJK,"Lenovo LOQ Gaming Laptop, 15.6"" FHD 144Hz Display, Ryzen 7 7735HS, GeForce RTX 4050, 32GB DDR5 RAM, 1TB SSD, Wi-Fi 6, Bundle with Thunderobot 7 in-1 USB-C Hub, Win11 Home, Grey",https://www.amazon.com/dp/B0F2N9TDJK/,https://m.media-amazon.com/images/I/71K3GaX8ZbL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,32 GB,1 TB,Windows 11 Home
53,4.6,3.0,2348.99,B0G1NDNMBB,"ASUS TUF A18 RTX 5070 Gaming Laptop, 18"" WQXGA 240Hz Display, AMD Ryzen 7 260, 64GB RAM, 2TB SSD, RGB Backlit KB, Bundle with Thunderobot 7-in-1 USB-C Hub, Holiday Edition, Grey, Win 11 Pro",https://www.amazon.com/dp/B0G1NDNMBB/,https://m.media-amazon.com/images/I/71e53Nmp7KL._AC_UY218_.jpg,FREE delivery,2026-03-23,18 inches,64 GB,2 TB,Windows 11 Pro
57,4.1,59.0,459.0,B0CM2DY3HC,"Dell Inspiron 15 3535 15.6"" Touch Screen FHD Business Laptop, AMD Ryzen 5 7530U Processor (Beats i7-1165G7) 16GB RAM 512GB PCIe SSD USB-C,WI-FI, Bluetooth, HDMI, Win11 Carbon Black",https://www.amazon.com/Dell-Inspiron-15-Processor-i7-1165G7/dp/B0CM2DY3HC/,https://m.media-amazon.com/images/I/71+25ctxgWL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,32 GB,512 GB,Windows 11 Home
58,4.4,84.0,389.0,B0FG6LPVQ3,"HP Stream 14"" HD Laptop, Intel Processor N150, 16GB RAM, 1.12TB Storage(128GB UFS+1TB Docking Station Set), Intel Graphics, Webcam, Wi-Fi 6, 1 Year Office 365, Copilot, Fast Charge, Win 11, Silver",https://www.amazon.com/HP-Stream-Processor-Storage-Graphics/dp/B0FG6LPVQ3/,https://m.media-amazon.com/images/I/8111gXtRBOL._AC_UY218_.jpg,FREE delivery,2026-03-23,14 inches,16 GB,128 GB,Windows 11 S
59,4.2,243.0,733.99,B0D951M4F8,"DELL Inspiron 3520 15.6"" Touchscreen i7 Laptop, 15.6"" FHD Touchscreen, Intel Core i7-1255U, 32GB RAM, 1TB SSD, Numeric Keypad, Webcam, SD Card Reader, HDMI, Wi-Fi, Windows 11 Home, Black",https://www.amazon.com/Dell-Inspiron-3520-Touchscreen-i7-1255U/dp/B0D951M4F8/,https://m.media-amazon.com/images/I/61W6039Mm5L._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,32 GB,1 TB,Windows 11 Home
60,4.2,325.0,112.99,B0C7NNDG21,"ASUS CX1500CNA Chromebook 15.6"" HD Laptop, Intel Celeron N3350 Processor, 4GB RAM, 64GB eMMC Flash Memory, Intel HD Graphics, HD Webcam, Stereo Speakers, Chrome OS, Black, (renewed)",https://www.amazon.com/ASUS-CX1500CNA-Chromebook-Processor-Graphics/dp/B0C7NNDG21/,https://m.media-amazon.com/images/I/81qIxoqEaZL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,4 GB,64 GB,Chrome OS
61,4.5,855.0,169.0,B0CQMJPDVL,"Acer 315 15.6"" Chromebook Intel Celeron N4500 1.1GHz 4GB RAM 64GB Flash Chrome OS (Renewed)",https://www.amazon.com/acer-Chromebook-Celeron-2-80GHz-NX-AZ0AA-007/dp/B0CQMJPDVL/,https://m.media-amazon.com/images/I/71TY40i6T7L._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,4 GB,64 GB,Chrome OS
62,4.8,4.0,1799.1,B0GLWRS4NL,"HP Omen Max 16” Gaming Laptop, AMD Ryzen AI 7 350, GeForce RTX 5070, WQXGA (2560 * 1600) 240Hz IPS Display, 32GB DDR5+2TB SSD, 3 Heat Dissipation Design, Full-Size RGB Keyboard, Omen AI, Win 11 Home",https://www.amazon.com/HP-GeForce-Dissipation-Full-Size-Keyboard/dp/B0GLWRS4NL/,https://m.media-amazon.com/images/I/71+-zN9QeiL._AC_UY218_.jpg,FREE delivery,2026-03-23,16 inches,Info not available,2 TB,Windows 11 Home
63,3.0,12.0,273.0,B0FHJBL68Q,"HP ProBook 640 G5 14"" FHD (1920 x 1080) Laptop Intel Core i7 8665U @ 1.90GHz 16.0GB DDR4 RAM 512GB M.2 NVMe SSD Intel UHD Graphics 620 Windows 11 Pro (Renewed) Probook 640 G5",https://www.amazon.com/HP-ProBook-640-G5-Graphics/dp/B0FHJBL68Q/,https://m.media-amazon.com/images/I/71XBKwDj6CL._AC_UY218_.jpg,FREE delivery,2026-03-23,14 inches,Info not available,512 GB,Windows 11 Pro
66,4.2,19.0,999.99,B0DR2PSZFD,"Dell Latitude 5550 5000 Business AI PC Laptop (15.6"" FHD Anti-Glare, Intel 12-Core Ultra 5 125U (> i7-1355U), 16GB DDR5 RAM, 512GB SSD), Backlit, 1080p Webcam, Thunderbolt 4, Ethernet, Win 11 Pro",https://www.amazon.com/Latitude-5550-Business-Anti-Glare-Thunderbolt/dp/B0DR2PSZFD/,https://m.media-amazon.com/images/I/71UWzyXEEhL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,16 GB,512 GB,Windows 11 Pro
69,4.1,493.0,354.99,B0BG3GR52T,"Dell Latitude 5400 14"""" HD, Core i5-8265U 1.6GHz, 32GB RAM, 1TB M.2-NVMe, Windows 11 Pro 64Bit, CAM, Black (Renewed)",https://www.amazon.com/Dell-Latitude-5400-i5-8265U-M-2-NVMe/dp/B0BG3GR52T/,https://m.media-amazon.com/images/I/61PkGRSw05L._AC_UY218_.jpg,FREE delivery,2026-03-23,14.00 inches,32 GB,1 TB,Windows 11 Pro
70,4.9,8.0,749.99,B0FZJ1HJ1P,"Lenovo ThinkBook 15 Business Laptop (15.6"" FHD Anti-Glare, 16GB RAM, 512GB SSD, AMD Ryzen 7 5825U (> Intel i7-1255U)) Fingerprint, 1080p Webcam, Military Grade, Ethernet, Wi-Fi, Win 11 Pro w/Copilot",https://www.amazon.com/Lenovo-ThinkBook-15-Anti-Glare-Fingerprint/dp/B0FZJ1HJ1P/,https://m.media-amazon.com/images/I/71eNfbEIXXL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,16 GB,512 GB,Windows 11 Pro
71,4.5,251.0,739.0,B0F5KTGDS9,"acer Nitro V Gaming Laptop | Intel Core i5-13420H Processor | NVIDIA GeForce RTX 4050 Laptop GPU | 15.6"" FHD IPS 165Hz Display | 8GB DDR5 | 512GB Gen 4 SSD | Wi-Fi 6 | Backlit KB | ANV15-52-586Z",https://www.amazon.com/i5-13420H-Processor-GeForce-Display-ANV15-52-586Z/dp/B0F5KTGDS9/,https://m.media-amazon.com/images/I/71gXelI8upL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,Info not available,512 GB,Windows 11 Home
72,4.2,84.0,284.99,B0B46T6RDY,"Dell Latitude 5490 14” FHD, Intel Core i5-8350U 1.7GHz, 16GB RAM, 512GB Solid State Drive, Windows 11 Pro 64Bit, CAM, Black (Renewed)",https://www.amazon.com/Dell-Latitude-5490-i5-8350U-Windows/dp/B0B46T6RDY/,https://m.media-amazon.com/images/I/71Eo4vU8fML._AC_UY218_.jpg,FREE delivery,2026-03-23,14 inches,16 GB,512 GB,Windows 11
73,4.5,128.0,518.99,B0DT1MJP2V,"Lenovo IdeaPad 1i Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1235U Processor, 16GB RAM, 512GB SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Home, Blue",https://www.amazon.com/Lenovo-IdeaPad-1i-Touchscreen-Processor/dp/B0DT1MJP2V/,https://m.media-amazon.com/images/I/71PCVp1dbdL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,16 GB,512 GB,Windows 11 Home
75,5.0,6.0,859.99,B0GQ3L22SP,"Dell 16 Ai Laptop Computer, Intel 10-Core 7 150U(Up to 5.4GHz), 16'' Touchscreen FHD+ Anti-Glare Dsiaplay, 16GB DDR5, 1TB SSD, Backlit Keyboard, Win11 pro, Express Charge, Black",https://www.amazon.com/dp/B0GQ3L22SP/,https://m.media-amazon.com/images/I/61N1ASMf79L._AC_UY218_.jpg,FREE delivery,2026-03-23,16,16 GB,1 TB,Windows 11 Pro
78,4.4,305.0,1483.0,B0DGLSB5NC,"Samsung 16” Galaxy Book5 Pro 360 Copilot+ PC, AI Computer, Intel Core 7 Ultra Processor, 3K AMOLED (2880x1800) Touchscreen, S Pen,120Hz, Dolby Atmos, Student Laptop, Lightweight, All-Day Battery Life",https://www.amazon.com/SAMSUNG-Computer-Processor-Touchscreen-Speakers/dp/B0DGLSB5NC/,https://m.media-amazon.com/images/I/71eqKJ4kIDL._AC_UY218_.jpg,FREE delivery,2026-03-23,16 inches,16.00 GB,1 TB,Windows 11 Home
79,4.2,1000.0,279.98,B0G4D5DS73,"Lenovo IdeaPad Laptop Computer, 15.6"" Anti-Glare, 8GB RAM, 256GB (128GB SSD +128GB eMMC), 1-Year Office 365, Intel Core CPU, for Student, Home, Work, Numeric Keypad, Wi-Fi 6, IST HUB, Win 11 Home S",https://www.amazon.com/Lenovo-IdeaPad-Computer-Anti-Glare-Student/dp/B0G4D5DS73/,https://m.media-amazon.com/images/I/81pMgIshNLL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,8 GB,256 GB,Windows 11 Home
80,4.2,486.0,1229.0,B0CKTZVB17,"HP 17 Laptop, 17.3"" HD+ Touchscreen Display, 12th Gen Intel Core i7-1255U, 64GB RAM, 2TB SSD, Webcam, HDMI, SuperSpeed USB Ports, Wi-Fi 6, Windows 11 Home, Silver",https://www.amazon.com/HP-Touchscreen-Display-i7-1255U-SuperSpeed/dp/B0CKTZVB17/,https://m.media-amazon.com/images/I/71CGrFl8cjL._AC_UY218_.jpg,FREE delivery,2026-03-23,17.3 inches,64 GB,2 TB,Windows 11 Home
81,5.0,7.0,729.99,B0GKFK9W2L,"HP 15.6"" FHD Touchscreen Laptop, Intel 10-core i5-1334U(Up to 4.6GHz) 32GB RAM 1TB SSD, Win 11 WiFi6 Bluetooth Windows AI Microsoft Copilot Computer for Business Gaming w/GM Accessory",https://www.amazon.com/HP-Touchscreen-Bluetooth-Microsoft-Accessory/dp/B0GKFK9W2L/,https://m.media-amazon.com/images/I/81E4D9DrQjL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,32 GB,1 TB,Windows 11
82,4.4,268.0,3399.0,B0DW29H85Z,"ASUS ROG Strix SCAR 18 (2025) Gaming Laptop, 18” ROG Nebula HDR 16:10 2.5K 240Hz/3ms, NVIDIA® GeForce RTX™ 5080, Intel® Core™ Ultra 9 275HX, 32GB DDR5-5600, 2TB PCIe Gen 4 SSD, Wi-Fi 7, Windows 11 Pro",https://www.amazon.com/ASUS-Strix-Gaming-Laptop-Nebula/dp/B0DW29H85Z/,https://m.media-amazon.com/images/I/71GhOCogx0L._AC_UY218_.jpg,FREE delivery,2026-03-23,18 inches,32 GB,2 TB,Windows 11 Pro
83,4.3,125.0,499.99,B0DWNLN3KP,"acer Aspire 14 AI Copilot+ PC | 14"" WUXGA Display | Intel Core Ultra 5 Processor 226V | NPU: Up to 40 Tops - GPU: Up to 53 Tops | Intel ARC 130V | 16GB LPDDR5X | 512GB SSD | Wi-Fi 6E | A14-52M-51S1",https://www.amazon.com/Aspire-Copilot-WUXGA-Display-Processor/dp/B0DWNLN3KP/,https://m.media-amazon.com/images/I/712S6q+GQjL._AC_UY218_.jpg,FREE delivery,2026-03-23,14 inches,Info not available,512 GB,Windows 11 Home
84,4.5,7.0,599.95,B0GKQ13XTL,"HP 17.3"" Touchscreen Business Laptop, AMD Ryzen 5 Processor (Beats Intel i7-1355U), 16GB DDR5 RAM, 1TB Storage(512GB SSD & 500GB External), USB-C, Wi-Fi 6, Windows 11 Pro + Copilot, Earphone Jack",https://www.amazon.com/HP-Touchscreen-Business-Processor-i7-1355U/dp/B0GKQ13XTL/,https://m.media-amazon.com/images/I/61Ib38iBdFL._AC_UY218_.jpg,FREE delivery,2026-03-23,17.3 inches,Info not available,512 GB,Windows 11
85,4.5,27.0,1238.0,B0FMXLDC3X,"ASUS Vivobook S16 Copilot+ AI PC Laptop | 16"" 2.8k OLED 120Hz | Intel Core Ultra 9 285H | 32GB RAM 1TB SSD | RGB Backlit for Creator Designer Business Professional Win11 Pro w/DLCA Accessory",https://www.amazon.com/ASUS-Intel-Core-Ultra-285H/dp/B0FMXLDC3X/,https://m.media-amazon.com/images/I/81xR56KsGRL._AC_UY218_.jpg,FREE delivery,2026-03-23,16 inches,Info not available,1 TB,Windows 11 Pro
86,5.0,10.0,152.99,B0GJ7C5JFW,"ASUS 2026 15"" FHD IPS Chromebook, Intel Processor Up to 2.80GHz, 4GB DDR4, 128GB Storage, HDMI, Super-Fast WiFi, Chrome OS, Pastel Silver, Renewed",https://www.amazon.com/ASUS-15-Chromebook-Processor-Super-Fast/dp/B0GJ7C5JFW/,https://m.media-amazon.com/images/I/51i+cfNtstL._AC_UY218_.jpg,FREE delivery,2026-03-23,15 inches,Info not available,128 GB,Chrome OS
87,4.1,101.0,229.99,B0FBWH4J9D,"15.6 inch Laptop, Laptops with Celeron N4000, 2025 Gaming Laptop for 12GB LPDDR4 256GB SSD, IPS FHD 1920x1080, WiFi+BT4.2+Mini HDMI+TF Card Slot, Traditional Laptops Computers Convertible 180° Netbook",https://www.amazon.com/256GB-1920x1080-Traditional-Computers-Convertible/dp/B0FBWH4J9D/,https://m.media-amazon.com/images/I/715uzTuGnpL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,Info not available,256 GB,Info not available
88,5.0,6.0,1799.0,B0FHXGDZ5Q,"Lenovo Legion 5 15IRX10 15.1"" WQXGA OLED, Gaming Laptop, Intel Core i9 14th Gen 14900HX 1.6GHz; NVIDIA GeForce RTX 5070 8GB GDDR7; 32GB DDR5 RAM; 1TB NVMe M.2 SSD; Gigabit LAN, 2x2 WiFi 7",https://www.amazon.com/Lenovo-Legion-15IRX10-14900HX-GeForce/dp/B0FHXGDZ5Q/,https://m.media-amazon.com/images/I/61cE4bxZ4uL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.1 inches,Info not available,1 TB,Windows 11 Home
89,4.7,12.0,248.99,B0FV98DFZR,"Laptop Computer, 15.6"" FHD IPS Display, Laptop for Student and Business, 16GB RAM 256GB SSD Laptops, 6500Y Processor (up to 3.4GHz), WiFi 5",https://www.amazon.com/INHONLAP-Computer-Display-Business-Processor/dp/B0FV98DFZR/,https://m.media-amazon.com/images/I/61Nlta-BGSL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,Info not available,256 GB,11 Pro
90,4.3,678.0,399.95,B0CWJB9ZC6,"ASUS Vivobook Go 15.6” Slim Laptop, AMD Ryzen 5 7520U, 8GB, 512GB, Windows 11 Home, Cool Silver, Military Grade Durability, Fast Charging, Webcam Shield, E1504FA-AS54",https://www.amazon.com/ASUS-Vivobook-Laptop-Windows-E1504FA-AS54/dp/B0CWJB9ZC6/,https://m.media-amazon.com/images/I/71Os2Kn40pL._AC_UY218_.jpg,FREE delivery,2026-03-23,15.6 inches,4,512 GB,Windows 11 Home
91,4.7,10.0,949.0,B0FJ1N8Z3V,"ASUS TUF Gaming A16 Laptop | 16"" WUXGA 165Hz 100% sRGB | AMD 8-core Ryzen 7 7735HS | 16GB DDR5 1TB SSD | Radeon RX7700S 8GB (>RTX4060) | Backlit Type-C USB4 Win11Pro w/DLCA Accessory",https://www.amazon.com/ASUS-A16-RX7700S-Win11Pro-Accessory/dp/B0FJ1N8Z3V/,https://m.media-amazon.com/images/I/814ZKzh7DeL._AC_UY218_.jpg,FREE delivery,2026-03-23,16 inches,Info not available,1 TB,Windows 11 Pro
